time,open,high,low,close
1630514700,1756.40,1760.49,1750.13,1754.09
1630515600,1754.09,1756.98,1747.87,1749.67
1630516500,1749.67,1753.57,1742.55,1745.03
1630517400,1745.03,1746.63,1739.16,1740.50
1630518300,1740.50,1741.91,1734.29,1736.00
1630519200,1736.00,1737.81,1731.55,1732.43
1630520100,1732.43,1737.10,1726.42,1730.35
1630521000,1730.35,1731.99,1724.59,1725.39
1630521900,1725.39,1728.79,1718.60,1720.79
1630522800,1720.79,1724.18,1716.41,1718.17
1630523700,1718.17,1722.30,1712.84,1713.82
1630524600,1713.82,1716.16,1705.08,1709.50
1630525500,1709.50,1709.69,1702.23,1705.89
1630526400,1705.89,1708.17,1701.13,1703.59
1630527300,1703.59,1706.06,1696.20,1700.97
1630528200,1700.97,1701.55,1691.20,1696.22
1630529100,1696.22,1699.29,1690.99,1691.40
1630530000,1691.40,1692.72,1688.42,1689.61
1630530900,1689.61,1689.91,1683.41,1685.27
1630531800,1685.27,1685.38,1681.50,1683.41
1630532700,1683.41,1683.66,1674.44,1678.96
1630533600,1678.96,1681.65,1676.35,1676.67
1630534500,1676.67,1677.71,1671.07,1674.18
1630535400,1674.18,1677.78,1666.93,1670.96
1630536300,1670.96,1673.80,1665.11,1668.32
1630537200,1668.32,1671.23,1661.51,1663.63
1630538100,1663.63,1667.14,1660.09,1661.66
1630539000,1661.66,1663.10,1656.13,1659.11
1630539900,1659.11,1661.88,1654.71,1654.92
1630540800,1654.92,1658.62,1650.59,1652.31
1630541700,1652.31,1657.09,1649.94,1650.03
1630542600,1650.03,1653.11,1645.09,1647.93
1630543500,1647.93,1651.48,1639.66,1643.02
1630544400,1643.02,1643.99,1637.99,1640.19
1630545300,1640.19,1643.24,1635.23,1635.40
1630546200,1635.40,1637.31,1629.28,1633.29
1630547100,1633.29,1637.10,1626.90,1630.91
1630548000,1630.91,1635.67,1627.19,1627.26
1630548900,1627.26,1632.08,1619.30,1622.69
1630549800,1622.69,1623.12,1615.34,1618.87
1630550700,1618.87,1620.41,1613.31,1616.88
1630551600,1616.88,1621.62,1608.50,1613.07
1630552500,1613.07,1615.26,1608.48,1610.81
1630553400,1610.81,1612.56,1604.42,1608.94
1630554300,1608.94,1612.88,1603.10,1606.22
1630555200,1606.22,1609.05,1599.79,1602.73
1630556100,1602.73,1603.86,1596.05,1598.45
1630557000,1598.45,1599.24,1592.97,1595.79
1630557900,1595.79,1596.69,1589.36,1592.57
1630558800,1592.57,1593.36,1586.68,1589.74
1630559700,1589.74,1590.81,1583.66,1586.93
1630560600,1586.93,1590.94,1584.95,1585.14
1630561500,1585.14,1588.67,1578.52,1581.39
1630562400,1581.39,1585.93,1574.85,1576.93
1630563300,1576.93,1578.02,1571.09,1572.76
1630564200,1572.76,1577.04,1568.13,1570.79
1630565100,1570.79,1575.36,1564.08,1567.59
1630566000,1567.59,1568.43,1560.40,1564.64
1630566900,1564.64,1567.55,1561.02,1562.54
1630567800,1562.54,1563.61,1559.05,1559.38
1630568700,1559.38,1559.83,1553.45,1554.92
1630569600,1554.92,1556.06,1549.52,1551.97
1630570500,1551.97,1553.93,1547.48,1549.45
1630571400,1549.45,1552.33,1541.53,1545.34
1630572300,1545.34,1549.88,1540.22,1543.19
1630573200,1543.19,1545.77,1536.91,1538.92
1630574100,1538.92,1540.09,1533.07,1534.65
1630575000,1534.65,1539.02,1527.53,1531.03
1630575900,1531.03,1534.72,1527.18,1527.45
1630576800,1527.45,1528.42,1523.06,1523.85
1630577700,1523.85,1525.07,1519.68,1520.56
1630578600,1520.56,1523.84,1513.86,1516.82
1630579500,1516.82,1520.74,1513.45,1513.64
1630580400,1513.64,1516.67,1510.37,1511.40
1630581300,1511.40,1513.29,1507.09,1508.39
1630582200,1508.39,1510.08,1502.60,1505.84
1630583100,1505.84,1506.72,1499.83,1501.61
1630584000,1501.61,1501.74,1495.85,1498.90
1630584900,1498.90,1500.53,1494.96,1496.77
1630585800,1496.77,1499.93,1492.99,1493.02
1630586700,1493.02,1497.35,1485.78,1488.56
1630587600,1488.56,1492.40,1483.24,1484.18
1630588500,1484.18,1487.85,1478.85,1481.46
1630589400,1481.46,1483.80,1477.28,1479.73
1630590300,1479.73,1482.27,1473.39,1476.10
1630591200,1476.10,1478.53,1474.22,1474.54
1630592100,1474.54,1476.57,1471.26,1473.03
1630593000,1473.03,1473.15,1468.58,1471.23
1630593900,1471.23,1475.14,1464.48,1468.50
1630594800,1468.50,1472.89,1463.55,1466.29
1630595700,1466.29,1467.34,1458.30,1462.43
1630596600,1462.43,1465.24,1457.59,1460.90
1630597500,1460.90,1462.47,1456.64,1456.67
1630598400,1456.67,1457.57,1452.11,1454.73
1630599300,1454.73,1458.48,1449.73,1450.86
1630600200,1450.86,1453.89,1444.06,1448.28
1630601100,1448.28,1448.50,1443.45,1445.29
1630602000,1445.29,1447.22,1439.24,1442.26
1630602900,1442.26,1445.87,1436.65,1439.91
1630603800,1439.91,1440.60,1434.42,1437.62
1630604700,1437.62,1438.08,1434.56,1435.16
1630605600,1435.16,1438.28,1432.42,1433.64
1630606500,1433.64,1434.31,1428.18,1429.47
1630607400,1429.47,1433.53,1423.09,1425.59
1630608300,1425.59,1426.59,1419.73,1422.20
1630609200,1422.20,1424.13,1418.10,1420.05
1630610100,1420.05,1424.07,1412.98,1415.96
1630611000,1415.96,1417.26,1407.95,1411.80
1630611900,1411.80,1411.91,1408.21,1408.81
1630612800,1408.81,1411.26,1404.76,1407.10
1630613700,1407.10,1408.23,1400.36,1403.07
1630614600,1403.07,1406.57,1396.68,1400.43
1630615500,1400.43,1402.53,1393.75,1396.33
1630616400,1396.33,1399.95,1391.83,1394.16
1630617300,1394.16,1396.82,1386.45,1390.57
1630618200,1390.57,1391.05,1386.15,1388.58
1630619100,1388.58,1388.73,1383.60,1386.94
1630620000,1386.94,1387.64,1383.27,1384.86
1630620900,1384.86,1387.25,1379.27,1381.35
1630621800,1381.35,1384.41,1374.92,1378.11
1630622700,1378.11,1381.76,1375.52,1376.37
1630623600,1376.37,1377.15,1371.88,1374.93
1630624500,1374.93,1378.57,1370.87,1373.32
1630625400,1373.32,1375.01,1367.27,1370.35
1630626300,1370.35,1372.89,1364.83,1366.25
1630627200,1366.25,1368.35,1363.95,1364.36
1630628100,1364.36,1366.87,1357.14,1360.45
1630629000,1360.45,1363.51,1353.16,1356.61
1630629900,1356.61,1360.40,1353.04,1354.77
1630630800,1354.77,1355.63,1349.98,1351.59
1630631700,1351.59,1353.49,1345.85,1348.21
1630632600,1348.21,1348.47,1345.70,1346.65
1630633500,1346.65,1349.39,1343.55,1344.58
1630634400,1344.58,1345.47,1340.56,1342.16
1630635300,1342.16,1342.45,1338.39,1340.42
1630636200,1340.42,1342.59,1333.53,1336.63
1630637100,1336.63,1336.94,1329.82,1333.66
1630638000,1333.66,1336.86,1329.18,1331.49
1630638900,1331.49,1333.09,1325.40,1328.80
1630639800,1328.80,1330.49,1325.22,1325.32
1630640700,1325.32,1326.05,1319.89,1321.36
1630641600,1321.36,1324.69,1315.57,1317.60
1630642500,1317.60,1319.92,1310.10,1313.69
1630643400,1313.69,1316.93,1309.38,1310.98
1630644300,1310.98,1313.62,1306.68,1308.72
1630645200,1308.72,1309.38,1305.36,1305.53
1630646100,1305.53,1306.01,1298.66,1302.21
1630647000,1302.21,1303.65,1295.38,1299.15
1630647900,1299.15,1300.78,1293.89,1296.67
1630648800,1296.67,1299.99,1292.35,1294.72
1630649700,1294.72,1295.18,1288.27,1291.88
1630650600,1291.88,1294.39,1287.70,1288.67
1630651500,1288.67,1290.12,1286.02,1286.94
1630652400,1286.94,1290.57,1282.63,1284.43
1630653300,1284.43,1287.95,1279.29,1282.08
1630654200,1282.08,1285.77,1277.00,1279.84
1630655100,1279.84,1282.08,1273.59,1276.87
1630656000,1276.87,1277.36,1271.59,1274.59
1630656900,1274.59,1274.64,1270.00,1273.22
1630657800,1273.22,1276.57,1268.06,1271.54
1630658700,1271.54,1274.85,1269.17,1269.42
1630659600,1269.42,1271.59,1266.65,1267.14
1630660500,1267.14,1268.51,1263.08,1263.38
1630661400,1263.38,1265.25,1260.98,1261.17
1630662300,1261.17,1261.25,1257.83,1257.84
1630663200,1257.84,1258.49,1253.68,1255.77
1630664100,1255.77,1259.23,1252.48,1252.91
1630665000,1252.91,1256.40,1250.47,1250.55
1630665900,1250.55,1254.20,1245.94,1246.87
1630666800,1246.87,1249.52,1241.36,1244.91
1630667700,1244.91,1247.32,1241.39,1242.58
1630668600,1242.58,1245.02,1237.15,1240.21
1630669500,1240.21,1242.97,1236.95,1237.00
1630670400,1237.00,1238.62,1231.68,1234.64
1630671300,1234.64,1236.60,1231.01,1231.78
1630672200,1231.78,1235.08,1228.32,1229.11
1630673100,1229.11,1232.37,1224.79,1227.65
1630674000,1227.65,1230.25,1223.71,1225.32
1630674900,1225.32,1228.29,1220.71,1223.83
1630675800,1223.83,1226.34,1219.26,1221.45
1630676700,1221.45,1222.95,1217.21,1218.78
1630677600,1218.78,1219.11,1214.25,1216.76
1630678500,1216.76,1218.04,1214.41,1214.59
1630679400,1214.59,1216.27,1211.62,1212.19
1630680300,1212.19,1213.97,1205.99,1208.74
1630681200,1208.74,1209.37,1205.00,1205.54
1630682100,1205.54,1205.96,1200.49,1202.02
1630683000,1202.02,1203.15,1197.54,1200.54
1630683900,1200.54,1204.07,1197.14,1198.16
1630684800,1198.16,1199.54,1194.25,1195.70
1630685700,1195.70,1197.29,1192.93,1193.43
1630686600,1193.43,1193.65,1189.07,1191.21
1630687500,1191.21,1191.59,1185.17,1187.72
1630688400,1187.72,1188.07,1184.24,1185.20
1630689300,1185.20,1186.91,1181.03,1183.44
1630690200,1183.44,1184.19,1179.42,1180.79
1630691100,1180.79,1184.29,1177.18,1177.72
1630692000,1177.72,1181.06,1172.86,1175.47
1630692900,1175.47,1176.22,1169.56,1172.97
1630693800,1172.97,1173.93,1169.80,1171.57
1630694700,1171.57,1173.11,1168.27,1169.27
1630695600,1169.27,1171.46,1166.30,1166.57
1630696500,1166.57,1169.05,1162.48,1163.11
1630697400,1163.11,1166.49,1159.93,1160.78
1630698300,1160.78,1163.05,1157.23,1159.50
1630699200,1159.50,1159.91,1154.84,1158.02
1630700100,1158.02,1158.79,1154.22,1156.58
1630701000,1156.58,1158.10,1150.61,1153.13
1630701900,1153.13,1155.11,1150.71,1151.85
1630702800,1151.85,1152.60,1145.77,1148.78
1630703700,1148.78,1151.10,1146.02,1146.98
1630704600,1146.98,1147.49,1145.34,1145.81
1630705500,1145.81,1149.19,1140.25,1143.18
1630706400,1143.18,1144.68,1141.75,1142.01
1630707300,1142.01,1144.49,1137.19,1140.01
1630708200,1140.01,1142.33,1134.30,1136.96
1630709100,1136.96,1137.86,1133.45,1135.52
1630710000,1135.52,1135.80,1132.12,1132.91
1630710900,1132.91,1133.39,1126.64,1129.77
1630711800,1129.77,1130.10,1125.02,1128.35
1630712700,1128.35,1130.03,1124.71,1126.92
1630713600,1126.92,1127.93,1122.15,1124.64
1630714500,1124.64,1127.89,1121.80,1122.44
1630715400,1122.44,1124.39,1118.35,1120.37
1630716300,1120.37,1121.58,1118.45,1118.87
1630717200,1118.87,1118.92,1114.96,1117.53
1630718100,1117.53,1120.45,1111.82,1114.99
1630719000,1114.99,1116.58,1112.06,1113.78
1630719900,1113.78,1116.17,1110.67,1111.37
1630720800,1111.37,1112.91,1107.05,1109.54
1630721700,1109.54,1112.10,1107.19,1108.38
1630722600,1108.38,1110.37,1105.00,1105.61
1630723500,1105.61,1107.14,1102.76,1104.49
1630724400,1104.49,1105.99,1099.40,1101.39
1630725300,1101.39,1104.35,1099.31,1100.13
1630726200,1100.13,1103.11,1095.21,1097.47
1630727100,1097.47,1099.54,1094.57,1095.11
1630728000,1095.11,1097.42,1091.83,1093.58
1630728900,1093.58,1093.79,1089.28,1090.85
1630729800,1090.85,1091.16,1087.66,1089.51
1630730700,1089.51,1092.30,1085.27,1088.37
1630731600,1088.37,1090.92,1085.59,1086.15
1630732500,1086.15,1088.87,1081.93,1083.40
1630733400,1083.40,1085.18,1080.80,1081.41
1630734300,1081.41,1081.97,1076.49,1078.29
1630735200,1078.29,1080.81,1073.65,1076.08
1630736100,1076.08,1078.94,1073.76,1074.60
1630737000,1074.60,1074.76,1070.46,1072.93
1630737900,1072.93,1073.03,1068.69,1071.13
1630738800,1071.13,1072.16,1069.24,1069.35
1630739700,1069.35,1071.97,1063.97,1066.59
1630740600,1066.59,1068.88,1061.44,1064.63
1630741500,1064.63,1067.67,1059.74,1062.18
1630742400,1062.18,1064.91,1059.01,1060.26
1630743300,1060.26,1061.99,1056.58,1057.63
1630744200,1057.63,1058.84,1052.94,1054.73
1630745100,1054.73,1057.52,1051.59,1052.56
1630746000,1052.56,1052.86,1050.19,1050.65
1630746900,1050.65,1050.82,1047.47,1048.00
1630747800,1048.00,1050.53,1043.87,1045.02
1630748700,1045.02,1046.57,1042.16,1043.83
1630749600,1043.83,1046.30,1040.30,1042.36
1630750500,1042.36,1043.88,1037.41,1039.66
1630751400,1039.66,1040.34,1034.20,1036.57
1630752300,1036.57,1036.75,1031.71,1033.80
1630753200,1033.80,1034.41,1030.09,1030.75
1630754100,1030.75,1032.60,1027.45,1028.14
1630755000,1028.14,1028.97,1024.82,1025.51
1630755900,1025.51,1025.99,1020.46,1023.29
1630756800,1023.29,1023.52,1018.78,1020.91
1630757700,1020.91,1022.87,1016.14,1018.50
1630758600,1018.50,1020.83,1014.35,1016.40
1630759500,1016.40,1017.98,1013.27,1014.85
1630760400,1014.85,1016.81,1010.96,1012.98
1630761300,1012.98,1014.54,1010.73,1011.18
1630762200,1011.18,1011.81,1007.50,1009.05
1630763100,1009.05,1009.64,1007.31,1007.92
1630764000,1007.92,1009.64,1003.32,1005.57
1630764900,1005.57,1005.85,1001.96,1003.39
1630765800,1003.39,1004.52,1000.78,1001.83
1630766700,1001.83,1004.63,999.56,1000.24
1630767600,1000.24,1000.99,996.98,997.94
1630768500,997.94,998.71,994.63,996.82
1630769400,996.82,999.80,994.77,994.80
1630770300,994.80,995.66,990.61,991.89
1630771200,991.89,992.56,988.87,990.53
1630772100,990.53,991.86,987.55,987.64
1630773000,987.64,988.01,985.19,986.16
1630773900,986.16,987.20,981.97,984.02
1630774800,984.02,985.77,981.68,982.59
1630775700,982.59,982.67,980.20,981.30
1630776600,981.30,982.29,977.45,979.13
1630777500,979.13,979.63,976.34,976.65
1630778400,976.65,976.80,974.89,975.34
1630779300,975.34,975.50,971.68,972.99
1630780200,972.99,974.82,969.20,971.28
1630781100,971.28,973.30,968.91,969.10
1630782000,969.10,971.12,963.56,966.46
1630782900,966.46,968.76,962.35,964.26
1630783800,964.26,964.98,959.89,961.40
1630784700,961.40,962.87,958.56,959.26
1630785600,959.26,961.49,953.86,956.70
1630786500,956.70,957.33,951.49,954.02
1630787400,954.02,954.69,952.50,952.64
1630788300,952.64,952.93,950.32,951.26
1630789200,951.26,951.67,947.67,949.98
1630790100,949.98,952.09,945.52,948.10
1630791000,948.10,948.52,944.67,945.44
1630791900,945.44,945.89,942.10,943.82
1630792800,943.82,945.93,941.06,942.22
1630793700,942.22,944.52,939.84,940.56
1630794600,940.56,943.33,937.59,937.85
1630795500,937.85,940.24,934.42,935.73
1630796400,935.73,937.88,932.26,933.92
1630797300,933.92,934.88,930.92,932.07
1630798200,932.07,933.25,929.49,929.53
1630799100,929.53,931.81,926.62,927.10
1630800000,927.10,927.68,924.56,924.79
1630800900,924.79,927.38,922.02,923.24
1630801800,923.24,923.85,921.41,922.05
1630802700,922.05,923.01,920.10,921.10
1630803600,921.10,922.70,919.38,920.13
1630804500,920.13,921.79,915.64,918.14
1630805400,918.14,918.96,914.94,916.60
1630806300,916.60,918.17,913.05,913.91
1630807200,913.91,914.11,910.89,911.57
1630808100,911.57,913.96,907.12,909.33
1630809000,909.33,911.35,906.77,907.18
1630809900,907.18,907.88,902.52,904.76
1630810800,904.76,905.45,900.25,902.81
1630811700,902.81,904.26,899.89,900.62
1630812600,900.62,900.89,898.33,898.80
1630813500,898.80,901.21,895.68,896.76
1630814400,896.76,899.39,892.87,894.09
1630815300,894.09,894.87,890.04,891.48
1630816200,891.48,892.98,886.90,889.19
1630817100,889.19,889.74,885.64,887.57
1630818000,887.57,890.18,884.61,885.29
1630818900,885.29,887.87,882.70,883.97
1630819800,883.97,885.70,880.86,882.14
1630820700,882.14,882.81,878.82,880.66
1630821600,880.66,881.10,878.50,879.26
1630822500,879.26,881.09,877.44,878.32
1630823400,878.32,878.53,873.60,875.70
1630824300,875.70,876.02,873.62,873.67
1630825200,873.67,875.96,870.42,872.23
1630826100,872.23,873.50,869.42,870.38
1630827000,870.38,871.37,867.24,867.89
1630827900,867.89,869.73,865.65,866.22
1630828800,866.22,867.59,864.60,865.01
1630829700,865.01,865.77,862.43,863.18
1630830600,863.18,864.05,860.95,862.13
1630831500,862.13,863.99,858.94,859.87
1630832400,859.87,861.11,857.31,858.59
1630833300,858.59,859.44,855.90,856.07
1630834200,856.07,856.85,855.14,855.21
1630835100,855.21,856.67,851.85,853.89
1630836000,853.89,855.37,849.03,851.35
1630836900,851.35,853.82,847.94,849.11
1630837800,849.11,850.78,847.73,847.89
1630838700,847.89,849.50,843.73,845.41
1630839600,845.41,845.78,841.54,843.51
1630840500,843.51,845.23,841.63,842.60
1630841400,842.60,843.14,840.91,841.26
1630842300,841.26,843.63,838.19,839.42
1630843200,839.42,841.32,838.19,838.22
1630844100,838.22,839.59,834.35,835.81
1630845000,835.81,837.41,831.13,833.41
1630845900,833.41,833.99,830.92,832.25
1630846800,832.25,833.41,828.72,830.67
1630847700,830.67,831.04,827.90,829.68
1630848600,829.68,829.87,828.19,828.28
1630849500,828.28,830.13,824.53,826.73
1630850400,826.73,827.01,824.83,824.95
1630851300,824.95,826.76,820.78,823.05
1630852200,823.05,825.40,819.45,820.69
1630853100,820.69,822.06,817.30,819.05
1630854000,819.05,820.02,815.52,816.61
1630854900,816.61,817.69,814.10,815.39
1630855800,815.39,815.79,813.36,814.09
1630856700,814.09,814.78,811.76,811.83
1630857600,811.83,813.04,808.74,810.46
1630858500,810.46,810.68,809.09,809.52
1630859400,809.52,810.05,807.16,808.24
1630860300,808.24,810.03,805.42,806.05
1630861200,806.05,806.69,803.32,805.23
1630862100,805.23,805.75,802.83,803.86
1630863000,803.86,805.86,800.50,801.95
1630863900,801.95,803.22,799.78,800.91
1630864800,800.91,801.98,797.54,799.58
1630865700,799.58,799.93,796.90,798.37
1630866600,798.37,800.11,796.19,796.74
1630867500,796.74,797.69,794.97,795.40
1630868400,795.40,796.69,793.19,793.33
1630869300,793.33,795.60,790.27,791.89
1630870200,791.89,793.47,790.29,790.62
1630871100,790.62,791.92,786.46,788.46
1630872000,788.46,790.65,784.18,786.37
1630872900,786.37,788.65,784.00,784.41
1630873800,784.41,785.01,782.37,783.45
1630874700,783.45,785.70,780.16,781.14
1630875600,781.14,783.32,777.35,779.44
1630876500,779.44,781.73,778.15,778.27
1630877400,778.27,778.32,774.63,776.91
1630878300,776.91,778.97,774.07,775.65
1630879200,775.65,775.88,773.11,774.74
1630880100,774.74,775.76,771.79,773.21
1630881000,773.21,773.91,770.75,772.42
1630881900,772.42,773.90,769.73,770.62
1630882800,770.62,772.85,767.81,769.57
1630883700,769.57,770.34,765.15,767.42
1630884600,767.42,769.20,763.31,765.39
1630885500,765.39,767.14,762.10,763.92
1630886400,763.92,764.25,760.23,762.11
1630887300,762.11,764.21,759.10,760.19
1630888200,760.19,762.06,757.98,758.65
1630889100,758.65,760.40,756.15,756.56
1630890000,756.56,757.92,753.89,755.38
1630890900,755.38,757.36,752.88,753.65
1630891800,753.65,754.20,751.49,752.06
1630892700,752.06,753.52,750.67,751.29
1630893600,751.29,752.06,747.74,749.54
1630894500,749.54,751.06,746.17,748.12
1630895400,748.12,749.49,746.40,746.96
1630896300,746.96,747.80,743.15,745.19
1630897200,745.19,747.07,743.08,743.73
1630898100,743.73,744.36,740.87,742.35
1630899000,742.35,743.91,739.39,741.15
1630899900,741.15,743.21,737.62,739.17
1630900800,739.17,740.14,737.31,738.35
1630901700,738.35,739.04,736.43,737.50
1630902600,737.50,737.95,735.14,735.94
1630903500,735.94,736.06,734.36,734.80
