time,open,high,low,close
1630501200,1613.19,1622.51,1609.65,1616.39
1630502100,1616.39,1622.76,1611.63,1616.62
1630503000,1616.62,1618.53,1605.40,1610.25
1630503900,1610.25,1610.64,1600.10,1604.22
1630504800,1604.22,1607.86,1591.10,1598.31
1630505700,1598.31,1599.52,1586.50,1592.20
1630506600,1592.20,1595.44,1585.23,1589.37
1630507500,1589.37,1594.51,1580.56,1586.71
1630508400,1586.71,1588.06,1343.58,1348.70
1630509300,1348.70,1349.86,1341.59,1346.58
1630510200,1346.58,1354.70,1346.16,1348.31
1630511100,1348.31,1350.23,1342.21,1344.31
1630512000,1344.31,1344.56,1338.24,1341.03
1630512900,1341.03,1346.55,1337.18,1337.25
1630513800,1337.25,1343.76,1332.68,1337.91
1630514700,1337.91,1344.26,1330.47,1336.96
1630515600,1336.96,1337.54,1333.99,1334.02
1630516500,1334.02,1337.83,1326.93,1333.08
1630517400,1333.08,1337.47,1330.26,1331.48
1630518300,1331.48,1337.61,1321.86,1327.63
1630519200,1327.63,1329.45,1321.22,1329.04
1630520100,1329.04,1331.89,1327.03,1327.37
1630521000,1327.37,1327.71,1319.78,1324.74
1630521900,1324.74,1331.62,1323.49,1327.16
1630522800,1327.16,1330.55,1323.29,1323.76
1630523700,1323.76,1329.14,1319.66,1321.39
1630524600,1321.39,1322.00,1314.63,1320.27
1630525500,1320.27,1328.66,1315.14,1322.68
1630526400,1322.68,1326.78,1320.65,1323.90
1630527300,1323.90,1329.07,1318.64,1324.24
1630528200,1324.24,1328.46,1320.49,1325.47
1630529100,1325.47,1331.21,1324.07,1326.33
1630530000,1326.33,1331.94,1321.73,1324.35
1630530900,1324.35,1326.77,1318.53,1326.69
1630531800,1326.69,1332.17,1321.38,1325.96
1630532700,1325.96,1330.12,1321.93,1328.08
1630533600,1328.08,1334.35,1321.30,1323.06
1630534500,1323.06,1328.65,1316.31,1320.70
1630535400,1320.70,1322.77,1120.77,1122.60
1630536300,1122.60,1123.50,1117.16,1119.97
1630537200,1119.97,1121.62,1113.54,1116.29
1630538100,1116.29,1118.40,1106.67,1111.89
1630539000,1111.89,1114.27,1104.90,1109.43
1630539900,1109.43,1114.99,1108.10,1109.88
1630540800,1109.88,1114.30,1107.26,1109.88
1630541700,1109.88,1112.97,1102.79,1105.70
1630542600,1105.70,1108.84,1105.42,1107.41
1630543500,1107.41,1110.59,1105.50,1107.23
1630544400,1107.23,1107.65,1102.59,1103.18
1630545300,1103.18,1105.41,1100.96,1104.16
1630546200,1104.16,1105.98,1097.85,1102.49
1630547100,1102.49,1109.08,1099.08,1104.34
1630548000,1104.34,1105.71,1098.63,1103.05
1630548900,1103.05,1107.36,1099.89,1104.80
1630549800,1104.80,1107.86,1101.25,1102.75
1630550700,1102.75,1107.50,1098.36,1103.26
1630551600,1103.26,1108.81,1100.18,1103.49
1630552500,1103.49,1106.96,1100.62,1101.67
1630553400,1101.67,1104.97,1099.93,1100.93
1630554300,1100.93,1104.15,1096.03,1102.16
1630555200,1102.16,1104.36,1097.64,1101.86
1630556100,1101.86,1103.96,1095.55,1098.83
1630557000,1098.83,1101.14,1095.41,1098.01
1630557900,1098.01,1099.04,1089.85,1094.40
1630558800,1094.40,1095.86,1086.90,1092.02
1630559700,1092.02,1093.37,1089.47,1089.85
1630560600,1089.85,1092.00,1086.95,1089.62
1630561500,1089.62,1092.43,1085.34,1085.74
1630562400,1085.74,1090.92,918.59,922.88
1630563300,922.88,925.17,919.93,922.29
1630564200,922.29,922.98,920.79,922.10
1630565100,922.10,923.25,917.94,922.34
1630566000,922.34,927.11,921.08,923.06
1630566900,923.06,924.44,920.33,923.85
1630567800,923.85,923.86,917.98,922.51
1630568700,922.51,926.20,918.77,923.17
1630569600,923.17,924.84,919.31,920.18
1630570500,920.18,925.29,918.13,921.44
1630571400,921.44,923.41,919.92,920.07
1630572300,920.07,926.06,916.24,921.85
1630573200,921.85,923.78,915.32,919.23
1630574100,919.23,920.00,915.48,917.30
1630575000,917.30,921.67,916.39,917.53
1630575900,917.53,919.30,915.35,918.29
1630576800,918.29,921.92,916.52,917.16
1630577700,917.16,919.46,912.35,915.10
1630578600,915.10,917.33,913.31,915.51
1630579500,915.51,916.10,910.11,913.65
1630580400,913.65,916.83,909.44,910.22
1630581300,910.22,914.23,905.85,909.08
1630582200,909.08,910.14,904.67,907.09
1630583100,907.09,911.42,902.31,903.78
1630584000,903.78,905.91,900.84,901.07
1630584900,901.07,904.27,897.96,899.84
1630585800,899.84,903.59,892.71,896.83
1630586700,896.83,900.91,894.41,897.02
1630587600,897.02,898.26,895.52,897.53
1630588500,897.53,901.29,895.60,895.61
1630589400,895.61,899.51,758.33,761.26
1630590300,761.26,763.13,757.90,762.02
1630591200,762.02,764.16,757.28,759.67
1630592100,759.67,761.12,754.66,756.98
1630593000,756.98,760.30,751.52,754.88
1630593900,754.88,757.17,749.83,753.26
1630594800,753.26,754.88,751.08,752.64
1630595700,752.64,754.26,746.72,750.17
1630596600,750.17,751.44,744.42,748.15
1630597500,748.15,751.78,745.17,747.02
1630598400,747.02,748.86,746.66,747.95
1630599300,747.95,749.16,745.45,746.90
1630600200,746.90,748.57,746.86,747.94
1630601100,747.94,749.17,742.14,745.86
1630602000,745.86,745.90,740.13,743.82
1630602900,743.82,745.82,740.76,741.18
1630603800,741.18,743.35,739.60,741.81
1630604700,741.81,743.97,737.39,739.77
1630605600,739.77,741.38,737.74,741.23
1630606500,741.23,743.04,738.56,741.25
1630607400,741.25,743.28,737.65,742.21
1630608300,742.21,742.72,740.53,742.40
1630609200,742.40,746.14,738.81,743.82
1630610100,743.82,744.29,743.19,743.59
1630611000,743.59,745.30,739.69,741.85
1630611900,741.85,745.07,736.98,740.52
1630612800,740.52,742.33,734.99,737.70
1630613700,737.70,737.99,734.64,735.50
1630614600,735.50,738.77,732.70,733.69
1630615500,733.69,735.12,728.05,731.06
1630616400,731.06,733.93,727.60,729.48
1630617300,729.48,731.76,724.03,726.57
1630618200,726.57,727.42,724.14,725.53
1630619100,725.53,729.09,723.93,723.96
1630620000,723.96,725.93,721.95,722.87
1630620900,722.87,724.70,722.62,723.05
1630621800,723.05,726.45,721.33,722.53
1630622700,722.53,723.92,722.44,722.64
1630623600,722.64,727.30,719.91,723.78
1630624500,723.78,723.88,720.49,720.94
1630625400,720.94,724.28,720.18,722.19
1630626300,722.19,723.52,720.64,721.45
1630627200,721.45,721.46,718.82,719.74
1630628100,719.74,721.39,717.89,718.68
1630629000,718.68,720.28,718.45,718.67
1630629900,718.67,721.47,717.76,719.91
1630630800,719.91,720.18,715.79,717.67
1630631700,717.67,717.84,716.15,716.96
1630632600,716.96,716.96,714.66,716.89
1630633500,716.89,719.33,713.90,716.34
