time,open,high,low,close
1630512000,1777.09,1778.16,1773.19,1774.70
1630512900,1774.70,1776.56,1769.16,1772.84
1630513800,1772.84,1775.94,1770.60,1770.90
1630514700,1770.90,1771.85,1765.54,1769.34
1630515600,1769.34,1773.33,1766.67,1768.98
1630516500,1768.98,1770.43,1763.16,1764.14
1630517400,1764.14,1764.72,1763.47,1763.72
1630518300,1763.72,1766.29,1761.55,1762.13
1630519200,1762.13,1765.22,1757.40,1759.86
1630520100,1759.86,1759.91,1755.83,1758.53
1630521000,1758.53,1762.01,1753.70,1757.75
1630521900,1757.75,1761.00,1751.71,1753.73
1630522800,1753.73,1756.53,1748.93,1751.50
1630523700,1751.50,1754.44,1743.09,1748.01
1630524600,1748.01,1753.23,1740.32,1744.61
1630525500,1744.61,1746.88,1741.12,1742.97
1630526400,1742.97,1747.75,1741.89,1742.92
1630527300,1742.92,1747.60,1739.68,1740.75
1630528200,1740.75,1742.42,1735.52,1739.28
1630529100,1739.28,1740.83,1733.89,1736.68
1630530000,1736.68,1736.74,1732.57,1732.65
1630530900,1732.65,1734.55,1726.66,1731.26
1630531800,1731.26,1736.25,1724.98,1726.36
1630532700,1726.36,1726.64,1721.10,1724.54
1630533600,1724.54,1725.68,1721.08,1723.87
1630534500,1723.87,1727.79,1720.21,1720.78
1630535400,1720.78,1722.58,1711.88,1716.96
1630536300,1716.96,1722.07,1710.77,1712.01
1630537200,1712.01,1714.09,1708.08,1708.90
1630538100,1708.90,1712.04,1701.20,1704.01
1630539000,1704.01,1705.68,1699.49,1704.12
1630539900,1704.12,1704.27,1697.40,1701.10
1630540800,1701.10,1702.91,1696.22,1696.97
1630541700,1696.97,1698.75,1695.21,1698.23
1630542600,1698.23,1699.82,1694.82,1699.08
1630543500,1699.08,1701.26,1695.21,1697.29
1630544400,1697.29,1697.68,1691.33,1694.61
1630545300,1694.61,1697.75,1688.92,1689.99
1630546200,1689.99,1694.20,1685.65,1688.09
1630547100,1688.09,1691.89,1686.37,1686.59
1630548000,1686.59,1687.53,1683.85,1684.94
1630548900,1684.94,1686.53,1680.67,1680.87
1630549800,1680.87,1685.90,1676.33,1678.67
1630550700,1678.67,1683.07,1671.10,1675.48
1630551600,1675.48,1677.51,1670.40,1671.21
1630552500,1671.21,1673.56,1662.65,1667.20
1630553400,1667.20,1671.69,1661.70,1663.88
1630554300,1663.88,1668.42,1660.12,1662.28
1630555200,1662.28,1667.17,1660.49,1660.96
1630556100,1660.96,1665.71,1654.49,1658.54
1630557000,1658.54,1663.41,1656.26,1656.82
1630557900,1656.82,1657.04,1656.17,1656.40
1630558800,1656.40,1657.99,1650.67,1651.50
1630559700,1651.50,1655.66,1646.88,1647.15
1630560600,1647.15,1647.92,1643.97,1647.47
1630561500,1647.47,1652.40,1644.80,1648.50
1630562400,1648.50,1651.93,1563.82,1566.08
1630563300,1566.08,1566.91,1564.57,1566.38
1630564200,1566.38,1567.95,1562.97,1567.60
1630565100,1567.60,1571.63,1563.52,1564.97
1630566000,1564.97,1568.95,1562.31,1564.99
1630566900,1564.99,1568.91,1561.34,1561.55
1630567800,1561.55,1565.29,1557.55,1561.75
1630568700,1561.75,1564.11,1559.90,1560.56
1630569600,1560.56,1564.25,1558.99,1560.77
1630570500,1560.77,1561.03,1560.14,1561.01
1630571400,1561.01,1562.42,1559.99,1562.22
1630572300,1562.22,1563.41,1556.20,1559.43
1630573200,1559.43,1562.19,1558.54,1560.09
1630574100,1560.09,1560.89,1558.66,1560.36
1630575000,1560.36,1564.84,1558.80,1560.22
1630575900,1560.22,1562.86,1555.22,1557.62
1630576800,1557.62,1557.62,1551.37,1554.26
1630577700,1554.26,1558.91,1549.63,1550.75
1630578600,1550.75,1555.31,1546.46,1548.10
1630579500,1548.10,1550.48,1547.03,1547.73
1630580400,1547.73,1550.31,1545.63,1546.38
1630581300,1546.38,1547.04,1540.66,1542.98
1630582200,1542.98,1547.03,1537.82,1538.47
1630583100,1538.47,1541.40,1530.59,1535.18
1630584000,1535.18,1539.23,1530.71,1532.55
1630584900,1532.55,1535.97,1528.32,1533.03
1630585800,1533.03,1538.15,1532.53,1534.16
1630586700,1534.16,1535.48,1532.49,1533.86
1630587600,1533.86,1537.88,1530.56,1534.00
1630588500,1534.00,1537.76,1526.81,1531.22
1630589400,1531.22,1532.57,1526.15,1528.71
1630590300,1528.71,1532.52,1524.14,1526.97
1630591200,1526.97,1530.46,1523.38,1526.64
1630592100,1526.64,1527.12,1522.85,1524.21
1630593000,1524.21,1524.79,1521.27,1524.69
1630593900,1524.69,1525.99,1520.37,1524.07
1630594800,1524.07,1525.17,1518.12,1519.85
1630595700,1519.85,1523.90,1516.59,1517.35
1630596600,1517.35,1519.13,1514.21,1516.49
1630597500,1516.49,1520.58,1511.09,1513.35
1630598400,1513.35,1516.44,1512.85,1513.61
1630599300,1513.61,1514.47,1508.63,1510.78
1630600200,1510.78,1513.40,1502.54,1506.98
1630601100,1506.98,1509.25,1500.77,1503.78
1630602000,1503.78,1508.41,1502.23,1504.85
1630602900,1504.85,1508.02,1503.12,1505.92
1630603800,1505.92,1510.39,1504.51,1505.59
1630604700,1505.59,1509.01,1501.22,1502.79
1630605600,1502.79,1503.00,1495.69,1499.71
1630606500,1499.71,1500.09,1496.82,1499.10
1630607400,1499.10,1503.11,1492.65,1494.89
1630608300,1494.89,1498.75,1491.15,1496.28
1630609200,1496.28,1497.48,1495.22,1495.83
1630610100,1495.83,1499.37,1490.84,1491.78
1630611000,1491.78,1492.31,1489.37,1490.38
1630611900,1490.38,1492.69,1490.29,1491.55
1630612800,1491.55,1494.26,1490.05,1490.44
1630613700,1490.44,1492.51,1487.49,1490.03
1630614600,1490.03,1491.66,1482.50,1485.97
1630615500,1485.97,1490.21,1482.07,1487.26
1630616400,1487.26,1490.35,1483.27,1487.68
1630617300,1487.68,1490.40,1485.16,1485.77
1630618200,1485.77,1491.44,1481.92,1487.07
1630619100,1487.07,1489.30,1479.97,1484.33
1630620000,1484.33,1484.72,1481.11,1481.97
1630620900,1481.97,1485.99,1476.88,1480.97
1630621800,1480.97,1483.55,1476.17,1479.00
1630622700,1479.00,1480.27,1476.86,1479.23
1630623600,1479.23,1481.57,1471.59,1475.28
1630624500,1475.28,1480.29,1472.82,1476.07
1630625400,1476.07,1477.61,1469.74,1471.73
1630626300,1471.73,1472.64,1467.46,1470.32
1630627200,1470.32,1470.49,1463.26,1466.35
1630628100,1466.35,1469.62,1463.62,1466.68
1630629000,1466.68,1470.50,1462.29,1465.59
1630629900,1465.59,1465.89,1459.07,1461.59
1630630800,1461.59,1465.57,1459.28,1462.92
1630631700,1462.92,1464.26,1458.22,1460.72
1630632600,1460.72,1464.57,1457.35,1457.62
1630633500,1457.62,1461.16,1454.23,1456.18
1630634400,1456.18,1457.40,1379.40,1383.37
1630635300,1383.37,1383.79,1378.48,1379.99
1630636200,1379.99,1382.70,1373.89,1377.60
1630637100,1377.60,1380.09,1372.60,1374.20
1630638000,1374.20,1375.62,1372.84,1373.67
1630638900,1373.67,1377.00,1372.36,1372.62
1630639800,1372.62,1374.60,1368.18,1368.99
1630640700,1368.99,1369.62,1365.02,1368.90
1630641600,1368.90,1372.37,1367.01,1369.29
1630642500,1369.29,1371.30,1363.69,1366.88
1630643400,1366.88,1368.97,1366.70,1368.01
1630644300,1368.01,1371.58,1363.72,1365.75
1630645200,1365.75,1366.46,1363.96,1364.80
1630646100,1364.80,1367.18,1360.63,1361.52
1630647000,1361.52,1364.87,1359.21,1360.07
1630647900,1360.07,1363.55,1358.77,1360.91
1630648800,1360.91,1363.85,1355.67,1358.50
1630649700,1358.50,1361.63,1357.74,1358.07
1630650600,1358.07,1360.25,1352.97,1354.20
1630651500,1354.20,1354.39,1349.22,1350.39
1630652400,1350.39,1354.82,1349.89,1351.24
1630653300,1351.24,1353.53,1348.58,1350.54
1630654200,1350.54,1352.01,1343.47,1347.43
1630655100,1347.43,1349.06,1345.75,1346.90
1630656000,1346.90,1349.20,1339.58,1342.94
1630656900,1342.94,1346.71,1341.21,1341.26
1630657800,1341.26,1344.47,1335.82,1338.28
1630658700,1338.28,1341.27,1334.81,1338.81
1630659600,1338.81,1342.67,1335.34,1338.42
1630660500,1338.42,1341.01,1335.97,1338.81
1630661400,1338.81,1339.64,1337.97,1339.62
1630662300,1339.62,1341.57,1336.08,1337.79
1630663200,1337.79,1340.01,1333.48,1334.70
1630664100,1334.70,1335.58,1329.81,1332.57
1630665000,1332.57,1336.26,1326.95,1330.65
1630665900,1330.65,1330.86,1325.16,1327.52
1630666800,1327.52,1328.34,1323.85,1324.72
1630667700,1324.72,1327.47,1319.59,1321.16
1630668600,1321.16,1326.02,1320.36,1322.48
1630669500,1322.48,1324.13,1316.81,1319.86
1630670400,1319.86,1323.55,1315.64,1318.95
1630671300,1318.95,1321.08,1314.23,1316.50
1630672200,1316.50,1319.24,1310.30,1312.98
1630673100,1312.98,1315.34,1309.92,1312.57
1630674000,1312.57,1313.41,1308.95,1309.58
1630674900,1309.58,1311.86,1303.59,1306.71
1630675800,1306.71,1308.55,1302.75,1305.65
1630676700,1305.65,1308.66,1300.82,1301.75
1630677600,1301.75,1303.90,1298.19,1302.10
1630678500,1302.10,1302.38,1298.22,1300.46
1630679400,1300.46,1302.11,1298.21,1298.32
1630680300,1298.32,1299.80,1294.99,1298.01
1630681200,1298.01,1299.91,1296.94,1298.90
1630682100,1298.90,1302.76,1296.18,1296.81
1630683000,1296.81,1297.64,1296.46,1296.55
1630683900,1296.55,1298.19,1291.97,1295.62
1630684800,1295.62,1297.22,1291.25,1293.69
1630685700,1293.69,1297.63,1290.14,1294.25
1630686600,1294.25,1295.31,1293.21,1294.66
1630687500,1294.66,1296.54,1290.49,1294.07
1630688400,1294.07,1297.90,1289.04,1291.06
1630689300,1291.06,1294.35,1288.88,1292.24
1630690200,1292.24,1295.80,1288.88,1292.35
1630691100,1292.35,1293.33,1288.52,1290.54
1630692000,1290.54,1292.79,1286.77,1286.83
1630692900,1286.83,1288.63,1281.30,1284.78
1630693800,1284.78,1286.70,1281.00,1283.76
1630694700,1283.76,1286.96,1281.24,1284.90
1630695600,1284.90,1285.46,1279.09,1282.43
1630696500,1282.43,1282.78,1277.29,1280.06
1630697400,1280.06,1281.98,1276.78,1278.43
1630698300,1278.43,1278.84,1271.70,1274.61
1630699200,1274.61,1277.92,1273.24,1274.32
1630700100,1274.32,1275.64,1273.16,1275.18
1630701000,1275.18,1277.43,1271.82,1272.39
1630701900,1272.39,1273.66,1268.26,1271.92
1630702800,1271.92,1271.92,1269.60,1269.77
1630703700,1269.77,1271.19,1263.55,1266.70
1630704600,1266.70,1270.94,1264.93,1267.29
1630705500,1267.29,1269.95,1265.60,1266.03
1630706400,1266.03,1266.26,1259.24,1262.62
1630707300,1262.62,1265.75,1256.36,1259.34
1630708200,1259.34,1263.05,1256.61,1257.25
1630709100,1257.25,1260.37,1252.30,1254.44
1630710000,1254.44,1254.98,1249.82,1252.25
1630710900,1252.25,1255.34,1249.84,1252.00
1630711800,1252.00,1255.15,1250.71,1252.80
1630712700,1252.80,1256.94,1249.63,1253.62
1630713600,1253.62,1257.02,1253.19,1254.37
1630714500,1254.37,1256.92,1253.01,1255.61
1630715400,1255.61,1258.62,1251.87,1256.47
1630716300,1256.47,1256.97,1252.77,1253.89
1630717200,1253.89,1254.53,1249.54,1251.89
1630718100,1251.89,1254.59,1249.64,1250.27
1630719000,1250.27,1250.78,1247.56,1249.48
1630719900,1249.48,1253.11,1246.41,1248.35
1630720800,1248.35,1251.66,1244.69,1248.70
1630721700,1248.70,1251.41,1245.10,1246.75
1630722600,1246.75,1246.81,1244.56,1244.92
1630723500,1244.92,1245.86,1241.54,1244.13
